"Observer","Site","Species","FocalID","GroupSize","DistToCover_m","Interval","Behavior"
"KLM","NorthCampus","Sciurus aberti","A13",2,15,23,"VIG"
"KLM","NorthCampus","Sciurus aberti","A13",2,15,24,"VIG"
"KLM","NorthCampus","Sciurus aberti","A13",2,15,25,"LOC"
"KLM","NorthCampus","Sciurus aberti","A13",2,15,26,"VIG"
"KLM","NorthCampus","Sciurus aberti","A13",2,15,27,"VIG"
"KLM","NorthCampus","Sciurus aberti","A13",2,15,28,"VIG"
"KLM","NorthCampus","Sciurus aberti","A13",2,15,29,"VIG"
"KLM","NorthCampus","Sciurus aberti","A13",2,15,30,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,1,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,2,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,3,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,4,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,5,"SOC"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,6,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,7,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,8,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,9,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,10,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,11,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,12,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,13,"FOR"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,14,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,15,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,16,"REST"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,17,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,18,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,19,"LOC"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,20,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,21,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,22,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,23,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,24,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,25,"FOR"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,26,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,27,"OTH"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,28,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,29,"VIG"
"KLM","NorthCampus","Sciurus aberti","A14",1,18,30,"VIG"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,1,"SOC"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,2,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,3,"LOC"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,4,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,5,"VIG"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,6,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,7,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,8,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,9,"LOC"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,10,"LOC"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,11,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,12,"VIG"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,13,"VIG"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,14,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,15,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,16,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,17,"LOC"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,18,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,19,"VIG"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,20,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,21,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,22,"LOC"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,23,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,24,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,25,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,26,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,27,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,28,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,29,"FOR"
"JRT","NorthCampus","Sciurus aberti","A5",3,4,30,"FOR"
